Gene	Category	Number of Datasets Detected In	Percent of Datasets Detected in 	All Average TPM 	Tau	NZ Average TPM	NZ Minimum TPM	NZ Standard Deviation 	Highest Maximum TPM	Highest Dataset with Maximum TPM	Highest Median of that Dataset	Highest Difference Between Gene Maximum and Dataset Median
AT1G03050	Canonical	2478	43.68	3.1405	0.9721	7.1897	0.0047	63.1711	1690.103	SRR3581852	0.7188	1689.3842
AT1G03055	Canonical	5382	94.87	4.4789	0.7005	4.7211	0.0112	5.0662	87.4337	SRR5229951	7.9101	79.5236
AT1G03060	Canonical	5673	100	13.8921	0.5171	13.8921	0.3095	11.1351	175.7284	SRR1773565	10.6749	165.0535
AT1G03070	Other	5514	97.2	5.6588	0.8518	5.822	0.0338	35.3589	1104.3104	SRR3724774	1.7722	1102.5381
AT1G03080	Canonical	5673	100	41.4242	0.4484	41.4242	0.2342	39.942	512.3238	SRR1773565	10.6749	501.6489
AT1G03090	Canonical	5671	99.96	47.0071	0.59	47.0237	0.0262	125.4695	1654.9096	SRR1947857	2.3992	1652.5104
AT1G03100	Canonical	5657	99.72	3.4747	0.7188	3.4845	0.0654	3.0977	129.4404	SRR3664390	3.4398	126.0006
AT1G03103	Canonical	609	10.74	1.9738	0.9896	18.3861	0.032	88.3491	825.3148	ERR588043	7.1268	818.188
AT1G03106	Unobserved	4003	70.56	21.9181	0.8713	31.062	0.0221	128.9642	1648.8365	SRR2980115	9.3438	1639.4927
AT1G03110	Canonical	5668	99.91	14.219	0.5448	14.2316	0.2548	12.8311	213.7574	SRR5469591	2.1459	211.6115
AT1G03120	Canonical	5356	94.41	3.4922	0.83	3.6988	0.0376	12.2124	211.0884	DRR090541	1.0969	209.9915
AT1G03130	Canonical	5668	99.91	1233.1322	0.3133	1234.22	0.3717	1167.5167	8202.8318	SRR5167824	1.9701	8200.8617
AT1G03140	Canonical	5673	100	58.3284	0.2842	58.3284	1.2919	28.7675	258.2432	SRR1976489	2.706	255.5372
AT1G03150	Canonical	5671	99.96	16.1606	0.3932	16.1663	0.1529	7.151	93.3381	ERR1698196	7.237	86.1011
AT1G03160	Canonical	5673	100	22.8691	0.3031	22.8691	0.1709	11.777	74.9748	SRR1773580	9.2074	65.7673
AT1G03165	Unobserved	5283	93.13	0.9827	0.8326	1.0552	0.0279	1.2177	34.1701	ERR1698201	8.6453	25.5248
AT1G03170	Unobserved	5279	93.05	3.1555	0.8722	3.391	0.0096	12.257	169.3613	SRR3931036	10.43	158.9314
AT1G03180	Canonical	5669	99.93	4.4923	0.6367	4.4955	0.015	4.3349	56.5423	ERR1698197	7.068	49.4743
AT1G03190	Canonical	5673	100	6.9691	0.4821	6.9691	0.0537	3.3951	45.5541	ERR1698207	7.4333	38.1209
AT1G03200	Unobserved	4911	86.57	0.6403	0.8696	0.7396	0.0085	1.0608	19.9809	ERR1698199	6.792	13.1889
AT1G03210	Canonical	5671	99.96	28.8174	0.465	28.8275	0.1227	24.7088	338.8884	ERR1698200	9.2014	329.687
AT1G03220	Canonical	5673	100	231.3477	0.4467	231.3477	0.2804	368.3068	4225.379	SRR4454116	7.137	4218.242
AT1G03230	Canonical	5673	100	47.7707	0.4851	47.7707	0.2649	60.7811	786.1728	SRR3311812	6.0171	780.1556
AT1G03240	Unobserved	2941	51.84	0.2503	0.95	0.4828	0.0149	0.8648	32.7575	SRR2828731	0.3128	32.4446
AT1G03250	Canonical	5673	100	26.6973	0.334	26.6973	0.7911	9.743	132.6153	SRR1917195	8.1385	124.4768
AT1G03260	Canonical	5673	100	7.215	0.462	7.215	0.0629	2.8676	43.8327	SRR5448377	4.7432	39.0896
AT1G03270	Canonical	5660	99.77	3.4133	0.6854	3.4212	0.0179	3.4314	63.7636	ERR1698196	7.237	56.5266
AT1G03280	Canonical	5673	100	21.5078	0.382	21.5078	0.9252	9.0069	131.8887	SRR3453113	6.7433	125.1455
AT1G03290	Canonical	5665	99.86	15.4635	0.4923	15.4853	0.0096	13.0813	143.6541	SRR1947749	2.7504	140.9036
AT1G03310	Canonical	5670	99.95	33.7763	0.3763	33.7941	0.0504	25.8603	182.6486	SRR3371311	5.1228	177.5258
AT1G03320	Unobserved	4291	75.64	0.6196	0.8914	0.8191	0.0153	1.4189	32.3946	SRR3290780	4.592	27.8026
AT1G03330	Canonical	5673	100	38.9385	0.3721	38.9385	0.0664	22.8302	283.3713	SRR5227402	1.261	282.1103
AT1G03340	Unobserved	5554	97.9	3.412	0.6908	3.4851	0.0178	2.9888	71.3813	SRR3581857	6.9376	64.4436
AT1G03350	Canonical	5673	100	55.5862	0.309	55.5862	1.1826	21.5256	306.2488	SRR5755226	4.8087	301.4402
AT1G03360	Canonical	5668	99.91	20.0839	0.4528	20.1016	0.0613	17.8582	150.8543	SRR3664425	4.6654	146.1889
AT1G03365	Canonical	5672	99.98	13.6025	0.4559	13.6049	0.3406	6.5121	116.8819	ERR1698207	7.4333	109.4486
AT1G03370	Canonical	5673	100	21.8025	0.4791	21.8025	0.2722	20.3588	250.2558	SRR4048245	5.7772	244.4785
AT1G03380	Canonical	5673	100	21.0609	0.4355	21.0609	0.551	14.8963	168.0383	SRR1773555	8.6788	159.3596
AT1G03390	Canonical	1926	33.95	0.2414	0.9771	0.711	0.0118	2.9938	68.8771	SRR3581866	10.7853	58.0918
AT1G03400	Canonical	5537	97.6	27.2115	0.4949	27.8799	0.0231	27.7335	234.1136	ERR1194862	4.6138	229.4998
AT1G03410	Canonical	5648	99.56	19.7219	0.48	19.8092	0.0317	13.4656	210.1868	ERR1698195	8.9484	201.2383
AT1G03430	Canonical	5672	99.98	19.8118	0.4002	19.8153	0.0406	11.3204	122.7157	ERR1698205	4.5515	118.1642
AT1G03440	Canonical	5668	99.91	15.5533	0.4523	15.567	0.0661	9.4461	125.2335	SRR3664394	6.4488	118.7847
AT1G03445	Canonical	4612	81.3	0.3204	0.9637	0.3941	0.0039	2.7589	81.8851	SRR5229952	7.0355	74.8496
AT1G03457	Canonical	5665	99.86	8.849	0.5359	8.8615	0.0284	8.1212	65.2776	SRR2927332	4.7998	60.4778
AT1G03470	Canonical	5668	99.91	14.9821	0.5763	14.9953	0.0957	19.1106	261.9793	SRR3581892	0.8006	261.1787
AT1G03475	Canonical	5672	99.98	149.3537	0.2243	149.3801	1.5411	85.3418	472.2937	SRR3581838	6.3894	465.9043
AT1G03490	Unobserved	1318	23.23	0.0771	0.979	0.3317	0.0116	0.7753	10.9422	SRR5235490	12.4296	-1.4874
AT1G03495	Canonical	5657	99.72	13.5167	0.6293	13.5549	0.0881	21.1698	435.4869	SRR3714293	3.1278	432.3591
AT1G03510	Canonical	5650	99.59	3.0613	0.648	3.0738	0.0205	1.9881	38.3104	SRR2828730	0.4495	37.8609
AT1G03520	Canonical	5671	99.96	12.4253	0.3981	12.4297	0.0798	6.4747	61.3435	SRR4036633	4.9823	56.3612
AT1G03530	Canonical	5672	99.98	17.5551	0.5188	17.5582	0.11	16.9918	254.7417	SRR5469591	2.1459	252.5958
AT1G03540	Canonical	5635	99.33	2.9962	0.7147	3.0164	0.0111	2.6034	77.9416	ERR1698204	4.7257	73.2159
AT1G03550	Canonical	5672	99.98	14.1464	0.5718	14.1489	0.0774	15.5754	264.8134	ERR1698195	8.9484	255.865
AT1G03560	Canonical	5668	99.91	10.2161	0.4599	10.2251	0.0252	4.9731	71.1471	ERR1698207	7.4333	63.7138
AT1G03590	Canonical	5673	100	21.8811	0.3838	21.8811	0.1017	13.9477	119.0456	SRR3290790	4.814	114.2316
AT1G03600	Canonical	5667	99.89	372.8833	0.2564	373.278	0.1227	257.4154	1289.9719	SRR3480183	3.2158	1286.7561
AT1G03610	Canonical	5673	100	36.4584	0.4353	36.4584	0.1747	34.1374	379.8593	SRR1976489	2.706	377.1533
AT1G03620	Canonical	5552	97.87	2.9107	0.8336	2.9741	0.0085	10.8638	218.1658	SRR1917203	7.1624	211.0034
AT1G03630	Canonical	5610	98.89	151.0104	0.3693	152.7062	0.0156	112.756	1058.7396	SRR5444362	6.2451	1052.4945
AT1G03650	Unobserved	5663	99.82	6.3583	0.5821	6.3695	0.0532	4.7355	81.2352	SRR3664415	4.8187	76.4166
AT1G03660	Unobserved	5453	96.12	1.9715	0.8183	2.0511	0.013	4.1924	85.048	SRR3664416	4.1458	80.9022
AT1G03670	Unobserved	1872	33	0.0731	0.9798	0.2216	0.006	0.7178	9.8244	SRR5167811	3.2669	6.5576
AT1G03680	Canonical	5672	99.98	325.7417	0.2593	325.7991	1.0927	219.3264	1378.2061	SRR3165543	2.22	1375.9861
AT1G03687	Canonical	5672	99.98	13.3107	0.3653	13.313	0.0527	7.3224	53.5388	ERR1588887	6.3179	47.2209
AT1G03700	Unobserved	3418	60.25	1.9222	0.8789	3.1904	0.0192	6.5955	145.1877	SRR3667129	2.7735	142.4142
AT1G03710	Canonical	4802	84.65	9.5405	0.9002	11.2709	0.0182	91.7583	2563.5286	SRR2828731	0.3128	2563.2157
AT1G03720	Unobserved	982	17.31	0.5361	0.9777	3.0969	0.0081	13.0842	269.4081	SRR2828730	0.4495	268.9586
AT1G03730	Canonical	5673	100	22.029	0.5821	22.029	0.0503	28.6685	1025.6272	SRR2828731	0.3128	1025.3143
AT1G03740	Canonical	5673	100	35.0096	0.4936	35.0096	0.1316	36.6263	599.8215	SRR3664418	4.3165	595.505
AT1G03750	Canonical	5672	99.98	5.7708	0.5899	5.7718	0.0142	3.6835	79.3366	ERR1698199	6.792	72.5446
AT1G03760	Canonical	5668	99.91	11.5075	0.5125	11.5176	0.0253	8.0114	124.7123	SRR2828722	0.852	123.8603
AT1G03770	Canonical	5666	99.88	7.4091	0.557	7.4183	0.0097	7.1759	67.3204	SRR1917169	8.2152	59.1053
AT1G03780	Canonical	5622	99.1	11.6286	0.6118	11.7341	0.01	15.0969	165.6684	SRR5469591	2.1459	163.5225
AT1G03790	Canonical	3469	61.15	10.6231	0.8999	17.3725	0.0089	77.7936	1450.2724	DRR090541	1.0969	1449.1755
AT1G03800	Other	5176	91.24	1.3046	0.8397	1.4299	0.0211	2.1978	62.6659	SRR5229958	7.6699	54.9959
AT1G03810	Canonical	672	11.85	0.1657	0.9844	1.3992	0.0194	4.0793	31.6851	SRR5220591	7.1233	24.5618
AT1G03820	Canonical	5548	97.8	28.3425	0.6063	28.9811	0.0183	49.7244	870.173	SRR2086170	6.6146	863.5584
AT1G03830	Canonical	5670	99.95	7.408	0.5264	7.4119	0.0139	6.0536	55.3327	SRR1791625	8.1713	47.1614
AT1G03840	Canonical	5529	97.46	3.0958	0.7829	3.1764	0.017	5.3491	85.7462	SRR3664414	7.5104	78.2359
AT1G03850	Other	5633	99.29	18.2048	0.6659	18.3341	0.0148	31.0432	582.2346	SRR5167803	1.1211	581.1135
AT1G03860	Canonical	5672	99.98	60.1422	0.3228	60.1528	0.6852	32.0126	350.9101	SRR2033951	1.6073	349.3028
AT1G03870	Canonical	5647	99.54	252.3437	0.4642	253.5056	0.07	375.4328	5988.8462	SRR3393581	4.9736	5983.8726
AT1G03880	Canonical	1510	26.62	272.8789	0.9639	1025.1933	0.0052	4491.2442	47233.9551	SRR3036330	1.1568	47232.7982
AT1G03890	Canonical	806	14.21	53.8329	0.9771	378.9005	0.0066	1373.4639	10002.4742	ERR588039	2.8455	9999.6287
AT1G03900	Canonical	5673	100	93.5276	0.2504	93.5276	1.6782	45.6478	360.4644	SRR4024922	1.939	358.5253
AT1G03905	Canonical	5663	99.82	5.4989	0.6038	5.5086	0.0239	5.5274	53.5129	SRR3508144	2.6652	50.8477
AT1G03910	Canonical	5673	100	31.1182	0.3231	31.1182	0.9891	15.1495	142.2824	ERR903950	6.9734	135.309
AT1G03920	Canonical	5569	98.17	3.9049	0.8481	3.9778	0.0158	23.2729	964.3698	SRR3664377	2.7853	961.5845
AT1G03930	Canonical	5673	100	21.6134	0.4044	21.6134	0.104	9.2993	159.5511	ERR1698197	7.068	152.4831
AT1G03940	Canonical	5666	99.88	12.9517	0.6262	12.9677	0.0323	22.3021	303.7161	SRR3714293	3.1278	300.5883
AT1G03950	Canonical	5668	99.91	13.3048	0.4135	13.3165	0.1488	7.3107	71.5059	SRR5238815	0.0487	71.4572
AT1G03960	Canonical	5671	99.96	7.3227	0.5126	7.3253	0.0282	4.1591	60.3421	ERR1698206	8.0033	52.3388
AT1G03970	Canonical	5673	100	45.9303	0.3679	45.9303	0.2986	27.7964	350.5828	SRR3453113	6.7433	343.8395
AT1G03980	Canonical	5387	94.96	1.0168	0.8564	1.0708	0.0155	1.7254	43.745	SRR3664418	4.3165	39.4284
AT1G03982	Unobserved	611	10.77	0.0536	0.9931	0.4977	0.0063	2.3342	52.8208	SRR5479136	0.2168	52.604
AT1G03990	Canonical	5658	99.74	4.6009	0.7206	4.6131	0.0178	8.5044	177.763	SRR5363474	1.3473	176.4157
AT1G04000	Canonical	5673	100	22.2924	0.5158	22.2924	0.2778	18.1682	462.0429	SRR1231506	1.6647	460.3782
AT1G04010	Canonical	5671	99.96	5.1279	0.5453	5.1297	0.0133	3.1894	40.8016	ERR1698204	4.7257	36.0758
AT1G04020	Canonical	5602	98.75	8.3861	0.57	8.4924	0.0076	8.3389	82.5548	ERR1588963	7.2264	75.3284
AT1G04030	Canonical	5660	99.77	6.7414	0.6009	6.7569	0.0395	7.3212	80.6677	SRR2072718	1.0402	79.6275
AT1G04040	Canonical	5651	99.61	104.6008	0.4593	105.008	0.0492	115.0191	1742.1584	SRR5448376	7.7138	1734.4445
AT1G04050	Canonical	5667	99.89	3.5912	0.7106	3.595	0.0148	4.6445	80.2363	ERR1698199	6.792	73.4443
AT1G04070	Canonical	5661	99.79	24.5273	0.4443	24.5793	0.0937	20.5318	219.5892	SRR5227408	2.4938	217.0954
AT1G04080	Canonical	5673	100	48.5538	0.2697	48.5538	2.5677	22.9615	178.0376	ERR1698205	4.5515	173.4861
AT1G04090	Canonical	5579	98.34	1.1613	0.8139	1.1808	0.0154	1.5257	32.354	ERR1698195	8.9484	23.4055
AT1G04100	Unobserved	5658	99.74	4.4979	0.6689	4.5098	0.0337	4.2131	106.3885	SRR3664390	3.4398	102.9487
AT1G04110	Canonical	5207	91.79	4.2161	0.6411	4.5934	0.0114	4.1102	38.3168	SRR3664390	3.4398	34.877
AT1G04120	Canonical	5672	99.98	38.7828	0.4181	38.7897	0.6706	30.7675	363.9055	SRR1773567	10.1757	353.7298
AT1G04130	Canonical	5670	99.95	11.3076	0.4654	11.3136	0.0503	7.3797	83.0419	SRR4407736	3.5605	79.4814
AT1G04140	Canonical	5673	100	47.8521	0.2871	47.8521	2.824	21.0317	202.5373	SRR1773555	8.6788	193.8585
AT1G04150	Canonical	4235	74.65	0.9755	0.9205	1.3067	0.0027	4.4995	114.089	SRR5755226	4.8087	109.2803
AT1G04160	Canonical	5673	100	3.641	0.6701	3.641	0.0118	3.4996	59.8758	SRR5238815	0.0487	59.8271
AT1G04170	Canonical	5673	100	83.6963	0.2681	83.6963	1.1964	40.2656	364.4547	SRR5239991	3.9493	360.5054
AT1G04180	Unobserved	4698	82.81	5.0076	0.8356	6.0468	0.0118	20.0929	456.8533	SRR5469573	6.1379	450.7154
AT1G04190	Canonical	5672	99.98	31.5588	0.3325	31.5643	0.0913	18.867	144.989	SRR2828723	2.542	142.447
AT1G04200	Canonical	5673	100	16.867	0.4355	16.867	0.2783	10.194	122.9283	ERR1698200	9.2014	113.7268
AT1G04210	Canonical	5673	100	26.2628	0.3411	26.2628	1.1044	12.8547	125.1669	SRR1773565	10.6749	114.4919
AT1G04220	Canonical	5643	99.47	19.4446	0.6193	19.548	0.0124	32.1017	369.2635	SRR2086168	5.9174	363.346
AT1G04230	Canonical	5670	99.95	8.2243	0.452	8.2286	0.2116	3.8072	48.9347	SRR2828722	0.852	48.0827
AT1G04240	Other	5639	99.4	27.2693	0.5396	27.4337	0.019	29.9945	527.8427	SRR3480184	6.1	521.7427
AT1G04250	Canonical	5652	99.63	45.5769	0.5249	45.7462	0.0173	61.3229	904.0436	SRR3664383	5.6958	898.3478
AT1G04260	Canonical	5673	100	24.1684	0.4404	24.1684	0.0558	11.8256	266.1136	SRR1231506	1.6647	264.4489
AT1G04270	Canonical	5673	100	484.0302	0.2854	484.0302	3.3928	389.6811	4033.5018	SRR5227409	2.9352	4030.5666
AT1G04280	Canonical	5672	99.98	22.2598	0.4692	22.2637	0.0313	18.003	196.8272	SRR5238815	0.0487	196.7785
AT1G04290	Canonical	5671	99.96	30.3478	0.3361	30.3585	0.0984	14.3922	150.9119	SRR3165543	2.22	148.6919
AT1G04300	Canonical	5673	100	34.903	0.4037	34.903	0.466	26.6289	301.0404	SRR1947854	2.5075	298.5329
AT1G04310	Canonical	5669	99.93	9.7956	0.5682	9.8025	0.0396	10.0306	121.7887	SRR2980109	8.6938	113.0949
AT1G04330	Unobserved	5053	89.07	2.8357	0.8208	3.1837	0.0247	6.4165	187.2103	SRR3664384	6.515	180.6952
AT1G04340	Other	5672	99.98	25.8973	0.4062	25.9019	0.1467	15.4919	196.1637	SRR5480329	1.9122	194.2515
AT1G04350	Canonical	5649	99.58	38.9128	0.4346	39.0781	0.0434	35.1701	272.7722	SRR3581736	3.7344	269.0378
AT1G04360	Canonical	5591	98.55	5.633	0.6745	5.7156	0.0208	7.9372	90.7869	SRR5195559	7.7567	83.0302
AT1G04370	Other	2224	39.2	0.6244	0.9607	1.5928	0.0186	8.1796	213.9794	SRR3124998	5.8879	208.0914
AT1G04380	Canonical	4852	85.53	1.4409	0.9426	1.6847	0.0183	12.8767	366.3422	SRR5229951	7.9101	358.4321
AT1G04390	Canonical	5671	99.96	7.0336	0.5407	7.0361	0.0246	3.6002	75.2842	SRR2828722	0.852	74.4323
AT1G04400	Canonical	5673	100	95.3332	0.2633	95.3332	0.0261	49.9575	398.4839	SRR5167795	2.0685	396.4154
AT1G04410	Canonical	5673	100	634.7348	0.1734	634.7348	0.1952	291.8207	2096.9473	ERR1417917	8.5689	2088.3784
AT1G04420	Canonical	5671	99.96	78.758	0.3204	78.7858	0.0299	50.5554	360.893	SRR5344021	5.224	355.669
AT1G04430	Canonical	5673	100	81.0849	0.3034	81.0849	0.2397	46.5777	420.5369	SRR5038602	4.3913	416.1456
AT1G04440	Canonical	5673	100	45.5802	0.3339	45.5802	0.9597	29.5889	238.0164	SRR3724786	2.4523	235.564
AT1G04445	Unobserved	3646	64.27	0.7036	0.9305	1.0947	0.0079	3.7725	88.3845	SRR5229965	8.1628	80.2217
AT1G04450	Canonical	824	14.52	0.3843	0.983	2.6458	0.0092	9.7846	135.3728	SRR3581852	0.7188	134.654
AT1G04455	Unobserved	1547	27.27	0.3716	0.9537	1.3628	0.0348	3.1075	35.5391	SRR1871483	4.1518	31.3873
AT1G04470	Canonical	2400	42.31	1.8787	0.9769	4.4408	0.0054	47.6273	1281.0057	SRR3581852	0.7188	1280.2868
AT1G04480	Canonical	5673	100	216.9618	0.3276	216.9618	2.0314	193.2621	1907.8452	ERR1588795	3.0502	1904.795
AT1G04490	Other	5360	94.48	1.5123	0.8429	1.6006	0.013	3.5215	62.107	SRR5487681	8.8006	53.3064
AT1G04500	Unobserved	4009	70.67	0.395	0.9506	0.5589	0.0066	2.4523	56.6427	SRR3581686	0.918	55.7247
AT1G04510	Canonical	5673	100	31.6282	0.3588	31.6282	0.0159	15.7674	191.6968	SRR3664396	4.8591	186.8378
AT1G04520	Canonical	5643	99.47	18.4782	0.5115	18.5764	0.0149	17.573	197.4022	SRR2106520	6.3154	191.0869
AT1G04530	Canonical	5673	100	57.9075	0.3393	57.9075	0.3707	36.3324	375.1974	SRR3665511	3.9034	371.294
AT1G04540	Canonical	5631	99.26	6.1883	0.8089	6.2345	0.0155	40.0874	1566.9295	SRR3581852	0.7188	1566.2106
AT1G04550	Canonical	5668	99.91	30.9391	0.5961	30.9664	0.1474	72.5136	2931.3886	SRR5420077	6.5705	2924.8181
AT1G04555	Other	5672	99.98	8.2939	0.6247	8.2954	0.0563	6.2634	276.2538	SRR1821071	7.9448	268.309
AT1G04560	Canonical	2560	45.13	129.9799	0.9188	288.0375	0.0123	1454.3438	15564.1967	SRR3581731	0.7257	15563.471
AT1G04570	Other	5614	98.96	3.9061	0.823	3.9472	0.019	15.7405	523.5731	SRR3724663	3.6873	519.8858
AT1G04580	Canonical	4676	82.43	2.1796	0.9338	2.6443	0.0024	16.4581	456.5601	SRR3581897	3.9585	452.6016
AT1G04590	Canonical	5671	99.96	16.4651	0.3399	16.4709	0.1271	9.3586	60.7534	ERR1588852	6.4565	54.2968
AT1G04600	Canonical	5580	98.36	0.4991	0.9077	0.5074	0.0042	1.0461	30.6104	SRR3581852	0.7188	29.8915
AT1G04610	Canonical	4499	79.31	4.2615	0.8763	5.3735	0.0055	30.3499	874.4842	SRR5448377	4.7432	869.7411
AT1G04620	Canonical	5664	99.84	15.0276	0.4768	15.0515	0.0396	12.6545	109.3828	SRR1976485	2.5522	106.8305
AT1G04625	Unobserved	1953	34.43	0.1082	0.9534	0.3143	0.0047	0.4101	4.9129	SRR5448376	7.7138	-2.801
AT1G04630	Canonical	5673	100	45.3296	0.359	45.3296	0.524	20.4417	333.1952	SRR5755226	4.8087	328.3866
AT1G04635	Canonical	5651	99.61	9.459	0.6134	9.4958	0.0908	10.5864	202.4803	SRR5227406	1.9665	200.5139
AT1G04640	Canonical	5662	99.81	38.4835	0.3458	38.5583	0.0861	24.9216	182.6322	SRR6048696	5.1302	177.502
AT1G04645	Canonical	1365	24.06	3.7553	0.9619	15.6072	0.0242	63.0074	881.6641	SRR3581709	7.1749	874.4892
AT1G04650	Canonical	5660	99.77	2.5124	0.6846	2.5182	0.013	2.3309	31.6255	ERR1698198	6.0933	25.5322
AT1G04660	Canonical	4725	83.29	46.2696	0.8874	55.5529	0.0183	476.6409	11207.8277	SRR5755227	4.6231	11203.2046
AT1G04670	Canonical	1187	20.92	0.78	0.9792	3.7277	0.0133	15.5986	254.6369	SRR3581686	0.918	253.7189
AT1G04680	Canonical	5659	99.75	41.4795	0.4115	41.5821	0.0098	33.0323	347.6235	SRR5487676	9.1364	338.4871
AT1G04690	Canonical	5673	100	90.1173	0.2443	90.1173	0.2276	37.1706	345.4285	SRR5469593	2.8223	342.6061
AT1G04700	Canonical	5666	99.88	2.4882	0.8189	2.4913	0.0062	5.998	192.8549	SRR3581852	0.7188	192.1361
AT1G04710	Canonical	5671	99.96	16.1771	0.404	16.1828	0.0239	8.0892	95.9249	ERR1698205	4.5515	91.3734
AT1G04730	Canonical	5656	99.7	3.7972	0.6499	3.8086	0.0084	3.5372	47.3767	ERR1698200	9.2014	38.1752
AT1G04750	Canonical	5673	100	87.7461	0.2524	87.7461	1.2322	38.8014	346.9057	ERR903948	9.0164	337.8893
AT1G04760	Canonical	5599	98.7	4.2413	0.7202	4.2974	0.015	5.7212	111.3186	SRR2828731	0.3128	111.0057
AT1G04770	Other	5670	99.95	26.3012	0.4472	26.3151	0.0196	22.7934	220.151	SRR1773574	9.9393	210.2118
AT1G04778	Unobserved	4989	87.94	1.5786	0.8321	1.795	0.0142	3.4032	60.7518	SRR2927365	1.2597	59.4921
AT1G04780	Canonical	5673	100	44.1895	0.3749	44.1895	1.1679	27.1321	343.3061	SRR3664392	6.4412	336.8649
AT1G04790	Canonical	5673	100	15.5851	0.3121	15.5851	0.5951	6.3411	52.0656	SRR3584322	8.3072	43.7584
AT1G04800	Canonical	5170	91.13	42.5096	0.5951	46.6454	0.0368	53.3156	795.1996	SRR3954851	6.8134	788.3862
AT1G04810	Canonical	5673	100	30.9928	0.4433	30.9928	1.1376	17.1155	405.1597	SRR5239991	3.9493	401.2104
AT1G04820	Canonical	5673	100	387.1058	0.2686	387.1058	0.1035	264.4769	2299.87	SRR3664389	3.384	2296.486
AT1G04830	Canonical	5673	100	14.2498	0.4086	14.2498	0.2513	7.3159	83.4483	SRR5755225	4.5456	78.9026
AT1G04840	Canonical	5652	99.63	1.7757	0.7537	1.7823	0.0323	1.2867	44.8969	ERR1698198	6.0933	38.8036
AT1G04850	Canonical	5673	100	59.2232	0.3204	59.2232	1.2321	28.7359	348.6006	ERR903950	6.9734	341.6272
AT1G04860	Canonical	5673	100	21.8168	0.2975	21.8168	0.0665	8.9106	75.1826	SRR2922629	22.2932	52.8894
AT1G04870	Canonical	5673	100	32.2306	0.421	32.2306	0.0698	23.7417	288.9751	SRR5469591	2.1459	286.8292
AT1G04880	Canonical	5378	94.8	1.2285	0.9171	1.2959	0.0072	5.3791	256.7046	SRR5479136	0.2168	256.4878
AT1G04890	Canonical	551	9.71	0.1513	0.989	1.5575	0.0054	5.1297	68.185	SRR3581686	0.918	67.267
AT1G04895	Unobserved	178	3.14	0.0521	0.9949	1.6592	0.0498	4.739	42.6306	SRR3581852	0.7188	41.9118
AT1G04900	Canonical	5669	99.93	7.6408	0.5063	7.6462	0.2395	5.1501	53.5788	SRR2828731	0.3128	53.266
AT1G04910	Canonical	5672	99.98	21.0238	0.2967	21.0275	0.2182	8.836	70.4447	SRR3480198	5.4675	64.9772
AT1G04920	Canonical	5591	98.55	1.6036	0.8338	1.6271	0.0065	3.4793	75.542	SRR5031996	4.9727	70.5694
AT1G04930	Canonical	5672	99.98	3.5809	0.6158	3.5815	0.0379	2.1579	40.45	ERR1698194	6.2788	34.1713
AT1G04945	Canonical	5668	99.91	5.5053	0.5819	5.5101	0.045	4.0848	60.9167	SRR5239991	3.9493	56.9674
AT1G04950	Canonical	5673	100	13.8512	0.3645	13.8512	0.0159	6.1978	59.5697	ERR1441951	11.9364	47.6332
AT1G04960	Canonical	5672	99.98	17.3517	0.4336	17.3548	0.6492	8.4299	142.788	ERR1698204	4.7257	138.0622
AT1G04970	Canonical	5673	100	31.466	0.3776	31.466	0.2332	18.0766	211.338	SRR5238815	0.0487	211.2893
AT1G04980	Canonical	5665	99.86	21.3405	0.526	21.3706	0.0117	22.485	327.4861	SRR5448377	4.7432	322.7429
AT1G04985	Canonical	5673	100	25.4427	0.3239	25.4427	0.3172	9.4136	113.3289	SRR3724806	2.142	111.1868
AT1G04990	Canonical	5673	100	19.5971	0.4897	19.5971	0.0333	15.0024	235.5189	SRR3664389	3.384	232.1349
AT1G05000	Canonical	5646	99.52	9.5506	0.656	9.5963	0.0114	14.6796	149.5298	SRR1773567	10.1757	139.3541
AT1G05005	Unobserved	1354	23.87	0.4047	0.9763	1.6957	0.0125	6.9938	131.499	SRR1791616	10.9004	120.5985
AT1G05010	Canonical	5664	99.84	296.0345	0.399	296.5049	0.0466	352.9629	4054.7908	SRR1818390	4.4394	4050.3514
AT1G05020	Canonical	5544	97.73	2.2808	0.7876	2.3339	0.0147	3.5597	78.5321	SRR3581852	0.7188	77.8133
AT1G05030	Canonical	5670	99.95	7.4071	0.4596	7.411	0.224	3.9997	40.89	SRR2080053	7.9182	32.9717
AT1G05035	Unobserved	3532	62.26	1.2947	0.8672	2.0794	0.0105	3.0116	52.234	ERR1698197	7.068	45.166
AT1G05040	Canonical	1928	33.99	0.1405	0.9658	0.4135	0.0202	0.9931	12.1171	SRR5448376	7.7138	4.4033
AT1G05055	Canonical	5667	99.89	12.6269	0.384	12.6403	0.2033	6.3172	57.8057	SRR5469591	2.1459	55.6598
AT1G05060	Canonical	5672	99.98	20.64	0.5108	20.6437	0.0313	17.7051	356.8174	SRR3664415	4.8187	351.9987
AT1G05065	Unobserved	5563	98.06	4.4723	0.6468	4.5607	0.042	4.3138	68.6206	SRR5480328	1.237	67.3837
AT1G05070	Canonical	5672	99.98	24.6402	0.349	24.6446	0.0643	9.9428	127.5995	SRR5480328	1.237	126.3626
AT1G05080	Canonical	977	17.22	0.1504	0.9849	0.8733	0.0062	3.6582	38.7145	SRR5220585	6.7706	31.9439
